Satellite 1,Satellite 2,Distance
ESSA,COSMOS,10586.651733772027
ESSA,RADIO,11570.4154494008
ESSA,COSMOS,13181.40289645329
ESSA,COSMOS,5396.295353918081
ESSA,COSMOS,7130.102779036139
ESSA,COSMOS,3138.727187653461
ESSA,COSMOS,9412.332083218162
ESSA,COSMOS,1213.8893309048137
ESSA,NOVA,1820.169909384426
ESSA,COSMOS,10597.39232656688
ESSA,COSMOS,747.8451892270906
ESSA,OSCAR,14066.501432796069
ESSA,ACRIMSAT,6394.189864639847
ESSA,RITE,9368.699034379195
ESSA,ONEWEB-0045,1276.8463258656977
ESSA,ONEWEB-0051,1745.3755441599455
ESSA,STARLINK-1206,4498.976357371396
ESSA,STARLINK-1222,3328.8627679424244
ESSA,STARLINK-1404,3763.177877548273
ESSA,STARLINK-1723,3276.467597228201
ESSA,STARLINK-1805,4508.8826342076345
ESSA,STARLINK-2034,4035.691078477999
ESSA,STARLINK-2424,4472.741879216056
ESSA,STARLINK-3313,4698.117077930263
ESSA,STARLINK-3284,4169.400934289769
ESSA,STARLINK-3568,3188.0968477822503
ESSA,STARLINK-3562,3004.4690694336473
ESSA,STARLINK-3859,3620.313842105342
ESSA,STARLINK-4126,3202.54052742215
ESSA,STARLINK-4563,3887.311244686098
ESSA,STARLINK-4683,3843.5241503817383
ESSA,CHUANG,11063.85105111572
ESSA,STARLINK-5807,14287.72519726022
ESSA,STARLINK-6117,12775.34917023108
ESSA,STARLINK-31181,12363.31407086826
ESSA,STARLINK-11145,3596.630938871738
ESSA,STARLINK-11116,2728.205753431274
ESSA,STARLINK-32002,4550.817946636409
ESSA,STARLINK-32250,4653.324460194252
ESSA,STARLINK-32226,4721.4898244399365
ESSA,TOMORROW-S2,1664.43933393822
ESSA,STARLINK-32602,14292.125845753224
ESSA,STARLINK-32693,2482.17081629187
ESSA,STARLINK-32797,12661.639741923269
ESSA,STARLINK-11565,12392.55844955069
ESSA,STARLINK-11430,11849.771283661223
ESSA,STARLINK-32938,12605.89459231791
COSMOS,ESSA,10586.651733772027
COSMOS,RADIO,6453.271862617139
COSMOS,NOVA,9160.797692988483
COSMOS,OSCAR,5652.930627973686
COSMOS,ACRIMSAT,9299.913518532565
COSMOS,RITE,5336.020996621873
COSMOS,ONEWEB-0045,10814.940364823138
COSMOS,ONEWEB-0051,10876.019534599487
COSMOS,STARLINK-1206,7344.228048076279
COSMOS,STARLINK-1222,9493.45883133687
COSMOS,STARLINK-1404,8934.303871493761
COSMOS,STARLINK-1723,9292.21502492822
COSMOS,STARLINK-1805,10192.45554569435
COSMOS,STARLINK-2034,8805.522295750172
COSMOS,STARLINK-2424,10193.009882226685
COSMOS,STARLINK-3313,10346.327964203747
COSMOS,STARLINK-3284,9970.190696745134
COSMOS,STARLINK-3568,9134.344100080189
COSMOS,STARLINK-3562,9221.526714590465
COSMOS,STARLINK-3859,8487.233975095294
COSMOS,STARLINK-4126,9123.385826744538
COSMOS,STARLINK-4563,8853.73537064512
COSMOS,STARLINK-4683,9708.909443955583
COSMOS,CHUANG,4335.595794077197
COSMOS,STARLINK-5807,4877.001080728756
COSMOS,STARLINK-6117,4492.474152349453
COSMOS,STARLINK-31181,3646.30091951605
COSMOS,STARLINK-11145,9269.151749697121
COSMOS,STARLINK-11116,8777.1989037443
COSMOS,STARLINK-32002,9383.220672905069
COSMOS,STARLINK-32250,10193.210199117077
COSMOS,STARLINK-32226,10263.316494427681
COSMOS,TOMORROW-S2,10141.31280190272
COSMOS,STARLINK-32602,5575.700828225463
COSMOS,STARLINK-32693,8688.492004120737
COSMOS,STARLINK-32797,4245.457810321087
COSMOS,STARLINK-11565,4924.136949364932
COSMOS,STARLINK-11430,3411.120875672381
COSMOS,STARLINK-32938,4045.0547884717644
RADIO,ESSA,11570.4154494008
RADIO,COSMOS,6453.271862617139
RADIO,COSMOS,11412.034452090711
RADIO,COSMOS,9315.641137084565
RADIO,COSMOS,8522.985898137022
RADIO,COSMOS,8590.687827608226
RADIO,COSMOS,7429.969542980902
RADIO,COSMOS,10797.22093684176
RADIO,NOVA,9759.108163275667
RADIO,COSMOS,11297.843088748668
RADIO,COSMOS,11554.849111223082
RADIO,OSCAR,6626.025765831679
RADIO,ACRIMSAT,9578.695017131498
RADIO,RITE,4294.685004454516
RADIO,ONEWEB-0045,11142.955695883658
RADIO,ONEWEB-0051,10897.279198353388
RADIO,STARLINK-1206,9174.917184149674
RADIO,STARLINK-1222,10056.102837616558
RADIO,STARLINK-1404,11586.76575735868
RADIO,STARLINK-1723,10680.544020152902
RADIO,STARLINK-1805,8588.144001961304
RADIO,STARLINK-2034,11861.527497586318
RADIO,STARLINK-2424,8628.251935874894
RADIO,STARLINK-3313,8625.01420376918
RADIO,STARLINK-3284,8623.724657033592
RADIO,STARLINK-3568,10810.924090764182
RADIO,STARLINK-3562,10380.880159185775
RADIO,STARLINK-3859,11447.869892449547
RADIO,STARLINK-4126,10845.70883036455
RADIO,STARLINK-4563,11727.31763024471
RADIO,STARLINK-4683,8792.911125803614
RADIO,CHUANG,9102.305900466556
RADIO,STARLINK-5807,7736.241040000668
RADIO,STARLINK-6117,8346.149080918689
RADIO,STARLINK-31181,6123.907070455131
RADIO,STARLINK-11145,10676.52505204031
RADIO,STARLINK-11116,10002.246854927213
RADIO,STARLINK-32002,7959.704556461965
RADIO,STARLINK-32250,8517.385931504608
RADIO,STARLINK-32226,8532.497856578566
RADIO,TOMORROW-S2,10433.438577157773
RADIO,STARLINK-32602,7199.978723040103
RADIO,STARLINK-32693,9176.235034018851
RADIO,STARLINK-32797,8083.589168591878
RADIO,STARLINK-11565,6796.478013544956
RADIO,STARLINK-11430,3648.374352770632
RADIO,STARLINK-32938,7895.419032159015
COSMOS,ESSA,13181.40289645329
COSMOS,RADIO,11412.034452090711
COSMOS,NOVA,12287.554089218627
COSMOS,OSCAR,7499.4382159603265
COSMOS,ACRIMSAT,11357.327372762255
COSMOS,RITE,10566.80396040241
COSMOS,ONEWEB-0045,13651.987956806823
COSMOS,ONEWEB-0051,13878.946063820566
COSMOS,STARLINK-1206,9527.61667360982
COSMOS,STARLINK-1222,11981.8535036291
COSMOS,STARLINK-1404,10228.077034910213
COSMOS,STARLINK-1723,11292.404845597219
COSMOS,STARLINK-1805,14031.670897146902
COSMOS,STARLINK-2034,9934.359976592967
COSMOS,STARLINK-2424,13991.532590686891
COSMOS,STARLINK-3313,14176.45530530574
COSMOS,STARLINK-3284,13734.396639749782
COSMOS,STARLINK-3568,11026.224641945242
COSMOS,STARLINK-3562,11455.802086073125
COSMOS,STARLINK-3859,10011.322790579803
COSMOS,STARLINK-4126,10987.95345753803
COSMOS,STARLINK-4563,10059.93644163431
COSMOS,STARLINK-4683,13193.00154190726
COSMOS,CHUANG,3671.8656288416723
COSMOS,STARLINK-5807,5768.820306479601
COSMOS,STARLINK-6117,4497.8214424941725
COSMOS,STARLINK-31181,6090.5996063889825
COSMOS,STARLINK-11145,11189.438271171142
COSMOS,STARLINK-11116,11201.455755515022
COSMOS,STARLINK-32002,13219.589693679829
COSMOS,STARLINK-32250,14027.820581057704
COSMOS,STARLINK-32226,14112.988327555993
COSMOS,TOMORROW-S2,13061.33835099845
COSMOS,STARLINK-32602,6955.564786081328
COSMOS,STARLINK-32693,11827.897738110538
COSMOS,STARLINK-32797,4558.30475009026
COSMOS,STARLINK-11565,6578.075191400312
COSMOS,STARLINK-11430,7956.57149949048
COSMOS,STARLINK-32938,4588.166150305537
COSMOS,ESSA,5396.295353918081
COSMOS,RADIO,9315.641137084565
COSMOS,NOVA,4567.99737427232
COSMOS,OSCAR,10144.049151234682
COSMOS,ACRIMSAT,6689.817255190587
COSMOS,RITE,6836.406405941204
COSMOS,ONEWEB-0045,6025.785535513441
COSMOS,ONEWEB-0051,6286.772160004915
COSMOS,STARLINK-1206,3387.4617994276346
COSMOS,STARLINK-1222,5326.667049282585
COSMOS,STARLINK-1404,3654.705374855535
COSMOS,STARLINK-1723,4677.801524874964
COSMOS,STARLINK-1805,7118.252690722253
COSMOS,STARLINK-2034,3316.2053905447765
COSMOS,STARLINK-2424,7094.453767783233
COSMOS,STARLINK-3313,7333.382735744035
COSMOS,STARLINK-3284,6754.837503938454
COSMOS,STARLINK-3568,4318.021241582829
COSMOS,STARLINK-3562,4656.831473734981
COSMOS,STARLINK-3859,2787.3521359324377
COSMOS,STARLINK-4126,4282.68394262099
COSMOS,STARLINK-4563,3447.484652283188
COSMOS,STARLINK-4683,6303.850630402728
COSMOS,CHUANG,6455.620100972683
COSMOS,STARLINK-5807,9791.260123628985
COSMOS,STARLINK-6117,8273.56590308948
COSMOS,STARLINK-31181,8151.485902293306
COSMOS,STARLINK-11145,4777.3081695689125
COSMOS,STARLINK-11116,4124.141529526814
COSMOS,STARLINK-32002,6493.00038633089
COSMOS,STARLINK-32250,7193.925897470046
COSMOS,STARLINK-32226,7285.323034238948
COSMOS,TOMORROW-S2,5551.587825538654
COSMOS,STARLINK-32602,10176.850820570502
COSMOS,STARLINK-32693,4399.571838997085
COSMOS,STARLINK-32797,8152.015071840417
COSMOS,STARLINK-11565,8524.538677041726
COSMOS,STARLINK-11430,8050.867837393322
COSMOS,STARLINK-32938,8079.116269652712
COSMOS,ESSA,7130.102779036139
COSMOS,RADIO,8522.985898137022
COSMOS,NOVA,6138.661367878994
COSMOS,OSCAR,7916.7733855222305
COSMOS,ACRIMSAT,5728.0259257041325
COSMOS,RITE,7221.219427440563
COSMOS,ONEWEB-0045,7424.496108952877
COSMOS,ONEWEB-0051,7620.203846263528
COSMOS,STARLINK-1206,3278.140320720954
COSMOS,STARLINK-1222,5721.700038198518
COSMOS,STARLINK-1404,4592.427516818285
COSMOS,STARLINK-1723,5156.113674348289
COSMOS,STARLINK-1805,7889.818656580802
COSMOS,STARLINK-2034,4599.455234204013
COSMOS,STARLINK-2424,7835.509229053242
COSMOS,STARLINK-3313,8034.502156416386
COSMOS,STARLINK-3284,7565.6142870893555
COSMOS,STARLINK-3568,4939.612473061942
COSMOS,STARLINK-3562,5238.84031905833
COSMOS,STARLINK-3859,4599.136451004164
COSMOS,STARLINK-4126,4915.062540136919
COSMOS,STARLINK-4563,4573.1249968148595
COSMOS,STARLINK-4683,6951.881594243237
COSMOS,CHUANG,3989.0917122624237
COSMOS,STARLINK-5807,7612.500527897405
COSMOS,STARLINK-6117,5857.743864800493
COSMOS,STARLINK-31181,6025.207988558548
COSMOS,STARLINK-11145,5087.000870213977
COSMOS,STARLINK-11116,4943.668218680684
COSMOS,STARLINK-32002,7114.343785100413
COSMOS,STARLINK-32250,7891.511855319788
COSMOS,STARLINK-32226,7981.729438026676
COSMOS,TOMORROW-S2,6792.057646412921
COSMOS,STARLINK-32602,7912.598672031861
COSMOS,STARLINK-32693,5579.424075337176
COSMOS,STARLINK-32797,5770.307747096634
COSMOS,STARLINK-11565,6126.24846739454
COSMOS,STARLINK-11430,6692.460367965828
COSMOS,STARLINK-32938,5734.702896445253
COSMOS,ESSA,3138.727187653461
COSMOS,RADIO,8590.687827608226
COSMOS,NOVA,1392.6720851260611
COSMOS,OSCAR,11830.025334289134
COSMOS,ACRIMSAT,6167.668526862043
COSMOS,RITE,6292.0495748848725
COSMOS,ONEWEB-0045,3081.2313147152
COSMOS,ONEWEB-0051,3007.2962509000818
COSMOS,STARLINK-1206,4028.8801261733574
COSMOS,STARLINK-1222,3759.1205641612587
COSMOS,STARLINK-1404,4905.0244019865
COSMOS,STARLINK-1723,4167.2238376702335
COSMOS,STARLINK-1805,3171.5577757638102
COSMOS,STARLINK-2034,5128.319955729829
COSMOS,STARLINK-2424,3201.066037764104
COSMOS,STARLINK-3313,3443.155267050665
COSMOS,STARLINK-3284,2841.4436564842413
COSMOS,STARLINK-3568,4154.880436875037
COSMOS,STARLINK-3562,3730.56091131111
COSMOS,STARLINK-3859,4457.941446395071
COSMOS,STARLINK-4126,4184.608133862252
COSMOS,STARLINK-4563,5007.553319380936
COSMOS,STARLINK-4683,2862.9725801014906
COSMOS,CHUANG,9687.43089523479
COSMOS,STARLINK-5807,12148.279106480099
COSMOS,STARLINK-6117,11003.16422731245
COSMOS,STARLINK-31181,10145.450780129577
COSMOS,STARLINK-11145,4413.589283162061
COSMOS,STARLINK-11116,3108.9630878155012
COSMOS,STARLINK-32002,2832.541053650284
COSMOS,STARLINK-32250,3321.344999922118
COSMOS,STARLINK-32226,3397.666373790249
COSMOS,TOMORROW-S2,2601.4475334103463
COSMOS,STARLINK-32602,12117.514339637759
COSMOS,STARLINK-32693,1556.0321307444024
COSMOS,STARLINK-32797,10835.008473682847
COSMOS,STARLINK-11565,10407.810540587234
COSMOS,STARLINK-11430,9132.259074839367
COSMOS,STARLINK-32938,10733.44555855268
COSMOS,ESSA,9412.332083218162
COSMOS,RADIO,7429.969542980902
COSMOS,NOVA,8176.8240008994135
COSMOS,OSCAR,5719.481814104693
COSMOS,ACRIMSAT,7301.221020016082
COSMOS,RITE,6739.340509897369
COSMOS,ONEWEB-0045,9609.306987576603
COSMOS,ONEWEB-0051,9727.85629239048
COSMOS,STARLINK-1206,5525.67030384155
COSMOS,STARLINK-1222,7853.838698671422
COSMOS,STARLINK-1404,7128.246048653481
COSMOS,STARLINK-1723,7500.817065229109
COSMOS,STARLINK-1805,9398.006893946575
COSMOS,STARLINK-2034,7112.571903447551
COSMOS,STARLINK-2424,9360.636492855985
COSMOS,STARLINK-3313,9526.060341348157
COSMOS,STARLINK-3284,9133.262546811902
COSMOS,STARLINK-3568,7350.460530599753
COSMOS,STARLINK-3562,7532.202487612598
COSMOS,STARLINK-3859,7041.645886927187
COSMOS,STARLINK-4126,7335.182558912843
COSMOS,STARLINK-4563,7104.86704122063
COSMOS,STARLINK-4683,8642.581482708987
COSMOS,CHUANG,2410.1270914705265
COSMOS,STARLINK-5807,5167.716127614636
COSMOS,STARLINK-6117,3655.4608946439726
COSMOS,STARLINK-31181,3710.0664166082483
COSMOS,STARLINK-11145,7414.186468497883
COSMOS,STARLINK-11116,7222.840179702737
COSMOS,STARLINK-32002,8561.215815302161
COSMOS,STARLINK-32250,9377.13683211385
COSMOS,STARLINK-32226,9457.49163818014
COSMOS,TOMORROW-S2,8920.281239756341
COSMOS,STARLINK-32602,5631.662116536154
COSMOS,STARLINK-32693,7575.526458452939
COSMOS,STARLINK-32797,3508.2359495852984
COSMOS,STARLINK-11565,4164.273897860355
COSMOS,STARLINK-11430,4755.051062912723
COSMOS,STARLINK-32938,3420.374590748695
COSMOS,ESSA,1213.8893309048137
COSMOS,RADIO,10797.22093684176
COSMOS,NOVA,1256.1862143635137
COSMOS,OSCAR,13817.603439571996
COSMOS,ACRIMSAT,6631.031285977693
COSMOS,RITE,8527.612960401035
COSMOS,ONEWEB-0045,1369.7480530047524
COSMOS,ONEWEB-0051,1493.522649437536
COSMOS,STARLINK-1206,4777.948977346558
COSMOS,STARLINK-1222,3622.079547839117
COSMOS,STARLINK-1404,4602.7411976878775
COSMOS,STARLINK-1723,3894.1083863154513
COSMOS,STARLINK-1805,3680.333501705439
COSMOS,STARLINK-2034,4856.97008110921
COSMOS,STARLINK-2424,3678.5583056151495
COSMOS,STARLINK-3313,3905.479196383175
COSMOS,STARLINK-3284,3361.999500183335
COSMOS,STARLINK-3568,3872.873771315942
COSMOS,STARLINK-3562,3508.7581933615215
COSMOS,STARLINK-3859,4296.411857197525
COSMOS,STARLINK-4126,3899.3399588756647
COSMOS,STARLINK-4563,4721.2149886456355
COSMOS,STARLINK-4683,3283.537664414911
COSMOS,CHUANG,11207.134290254317
COSMOS,STARLINK-5807,14112.344832431
COSMOS,STARLINK-6117,12761.282236648725
COSMOS,STARLINK-31181,12135.813781523193
COSMOS,STARLINK-11145,4206.907892939852
COSMOS,STARLINK-11116,3103.041845399285
COSMOS,STARLINK-32002,3780.7511019373114
COSMOS,STARLINK-32250,3856.6350806957967
COSMOS,STARLINK-32226,3918.5527015484604
COSMOS,TOMORROW-S2,1573.7691532173878
COSMOS,STARLINK-32602,14083.767824651706
COSMOS,STARLINK-32693,2125.952974308174
COSMOS,STARLINK-32797,12623.424701343656
COSMOS,STARLINK-11565,12255.221100623417
COSMOS,STARLINK-11430,11350.509975944356
COSMOS,STARLINK-32938,12547.661392815286
NOVA,ESSA,1820.169909384426
NOVA,COSMOS,9160.797692988483
NOVA,RADIO,9759.108163275667
NOVA,COSMOS,12287.554089218627
NOVA,COSMOS,4567.99737427232
NOVA,COSMOS,6138.661367878994
NOVA,COSMOS,1392.6720851260611
NOVA,COSMOS,8176.8240008994135
NOVA,COSMOS,1256.1862143635137
NOVA,COSMOS,9912.509271321545
NOVA,COSMOS,1966.5415005527775
NOVA,OSCAR,12565.630128878769
NOVA,ACRIMSAT,5735.082750428383
NOVA,RITE,7644.950710363448
NOVA,ONEWEB-0045,1805.6987599704157
NOVA,ONEWEB-0051,1885.0288566210484
NOVA,STARLINK-1206,3688.1405567220377
NOVA,STARLINK-1222,2896.599996020538
NOVA,STARLINK-1404,4032.2797905675734
NOVA,STARLINK-1723,3201.1558862792062
NOVA,STARLINK-1805,3310.992829285985
NOVA,STARLINK-2034,4350.750605856518
NOVA,STARLINK-2424,3293.3989720284517
NOVA,STARLINK-3313,3546.657493261812
NOVA,STARLINK-3284,2934.502521073369
NOVA,STARLINK-3568,3188.091981803894
NOVA,STARLINK-3562,2772.856623565085
NOVA,STARLINK-3859,3798.2620764454937
NOVA,STARLINK-4126,3219.0825175325263
NOVA,STARLINK-4563,4183.698535715023
NOVA,STARLINK-4683,2675.77319111599
NOVA,CHUANG,10022.347486377448
NOVA,STARLINK-5807,12869.58644180414
NOVA,STARLINK-6117,11527.079468534994
NOVA,STARLINK-31181,10888.668109174958
NOVA,STARLINK-11145,3491.6193803241226
NOVA,STARLINK-11116,2226.6884691362493
NOVA,STARLINK-32002,3128.462206635007
NOVA,STARLINK-32250,3455.7863195823775
NOVA,STARLINK-32226,3536.77534880524
NOVA,TOMORROW-S2,1386.9203268414092
NOVA,STARLINK-32602,12830.13099485819
NOVA,STARLINK-32693,955.3435810553011
NOVA,STARLINK-32797,11387.2252376785
NOVA,STARLINK-11565,10999.402398039898
NOVA,STARLINK-11430,10168.115850108312
NOVA,STARLINK-32938,11310.830357423007
COSMOS,ESSA,10597.39232656688
COSMOS,RADIO,11297.843088748668
COSMOS,NOVA,9912.509271321545
COSMOS,OSCAR,8999.528519081314
COSMOS,ACRIMSAT,9968.29202841533
COSMOS,RITE,9548.3238748336
COSMOS,ONEWEB-0045,11239.160073824332
COSMOS,ONEWEB-0051,11527.037350394512
COSMOS,STARLINK-1206,7503.413872333564
COSMOS,STARLINK-1222,9917.05166231809
COSMOS,STARLINK-1404,7680.910482800691
COSMOS,STARLINK-1723,9077.06903790233
COSMOS,STARLINK-1805,12144.371908620735
COSMOS,STARLINK-2034,7231.218030697322
COSMOS,STARLINK-2424,12107.277549815939
COSMOS,STARLINK-3313,12321.97730446631
COSMOS,STARLINK-3284,11806.340548340826
COSMOS,STARLINK-3568,8726.476151609326
COSMOS,STARLINK-3562,9247.956976369584
COSMOS,STARLINK-3859,7242.627439063537
COSMOS,STARLINK-4126,8677.947400021947
COSMOS,STARLINK-4563,7427.6846906688925
COSMOS,STARLINK-4683,11263.179509428252
COSMOS,CHUANG,4194.404696755059
COSMOS,STARLINK-5807,7669.191554542167
COSMOS,STARLINK-6117,6048.701304371158
COSMOS,STARLINK-31181,7142.019721158823
COSMOS,STARLINK-11145,9027.803783259993
COSMOS,STARLINK-11116,8941.035377334425
COSMOS,STARLINK-32002,11400.981848671849
COSMOS,STARLINK-32250,12175.80205077808
COSMOS,STARLINK-32226,12266.36926799555
COSMOS,TOMORROW-S2,10739.775796607793
COSMOS,STARLINK-32602,8642.32207010536
COSMOS,STARLINK-32693,9601.076512938067
COSMOS,STARLINK-32797,6039.587864838011
COSMOS,STARLINK-11565,7634.273954450491
COSMOS,STARLINK-11430,8358.065701709776
COSMOS,STARLINK-32938,6031.02226309209
COSMOS,ESSA,747.8451892270906
COSMOS,RADIO,11554.849111223082
COSMOS,NOVA,1966.5415005527775
COSMOS,OSCAR,14044.308881844865
COSMOS,ACRIMSAT,5942.252341506651
COSMOS,RITE,9610.712083026045
COSMOS,ONEWEB-0045,707.4754039797556
COSMOS,ONEWEB-0051,1234.5469805069035
COSMOS,STARLINK-1206,4431.646963617048
COSMOS,STARLINK-1222,2880.3181985732836
COSMOS,STARLINK-1404,3895.1294138797352
COSMOS,STARLINK-1723,3008.066306118399
COSMOS,STARLINK-1805,4157.257218857183
COSMOS,STARLINK-2034,4317.41170827706
COSMOS,STARLINK-2424,4102.399876783431
COSMOS,STARLINK-3313,4312.749845867288
COSMOS,STARLINK-3284,3831.4399562255408
COSMOS,STARLINK-3568,3029.328998833297
COSMOS,STARLINK-3562,2713.9914476374706
COSMOS,STARLINK-3859,4035.057724098452
COSMOS,STARLINK-4126,3057.628747528567
COSMOS,STARLINK-4563,4104.000245531918
COSMOS,STARLINK-4683,3431.791403960121
COSMOS,CHUANG,11162.804318359138
COSMOS,STARLINK-5807,14358.040352668435
COSMOS,STARLINK-6117,12834.293089230046
COSMOS,STARLINK-31181,12411.244026674147
COSMOS,STARLINK-11145,3311.6667315294253
COSMOS,STARLINK-11116,2574.818090751684
COSMOS,STARLINK-32002,4244.667959655758
COSMOS,STARLINK-32250,4281.83882812049
COSMOS,STARLINK-32226,4347.398727379805
COSMOS,TOMORROW-S2,1231.4495225588548
COSMOS,STARLINK-32602,14292.959826398259
COSMOS,STARLINK-32693,2422.2937556470697
COSMOS,STARLINK-32797,12725.91132643874
COSMOS,STARLINK-11565,12356.602593514921
COSMOS,STARLINK-11430,11944.253402182907
COSMOS,STARLINK-32938,12676.853387263514
OSCAR,ESSA,14066.501432796069
OSCAR,COSMOS,5652.930627973686
OSCAR,RADIO,6626.025765831679
OSCAR,COSMOS,7499.4382159603265
OSCAR,COSMOS,10144.049151234682
OSCAR,COSMOS,7916.7733855222305
OSCAR,COSMOS,11830.025334289134
OSCAR,COSMOS,5719.481814104693
OSCAR,COSMOS,13817.603439571996
OSCAR,NOVA,12565.630128878769
OSCAR,COSMOS,8999.528519081314
OSCAR,COSMOS,14044.308881844865
OSCAR,ACRIMSAT,10085.69791835597
OSCAR,RITE,8855.949326827415
OSCAR,ONEWEB-0045,13871.811153343702
OSCAR,ONEWEB-0051,13828.240042082949
OSCAR,STARLINK-1206,9987.091343825321
OSCAR,STARLINK-1222,11782.249163652707
OSCAR,STARLINK-1404,12193.781346326788
OSCAR,STARLINK-1723,11865.945065328418
OSCAR,STARLINK-1805,12445.562892805328
OSCAR,STARLINK-2034,12412.32375093576
OSCAR,STARLINK-2424,12411.49444876114
OSCAR,STARLINK-3313,12474.768000109916
OSCAR,STARLINK-3284,12330.315622338829
OSCAR,STARLINK-3568,11907.918242731112
OSCAR,STARLINK-3562,11838.063672291824
OSCAR,STARLINK-3859,12408.38374318858
OSCAR,STARLINK-4126,11917.085151655554
OSCAR,STARLINK-4563,12302.964135599319
OSCAR,STARLINK-4683,11969.002504843782
OSCAR,CHUANG,5398.291375228054
OSCAR,STARLINK-5807,2046.1677275499335
OSCAR,STARLINK-6117,3280.8159740985298
OSCAR,STARLINK-31181,2093.2598283747225
OSCAR,STARLINK-11145,11714.630406209219
OSCAR,STARLINK-11116,11656.010762716789
OSCAR,STARLINK-32002,11616.768708219008
OSCAR,STARLINK-32250,12347.247927642544
OSCAR,STARLINK-32226,12398.827125055528
OSCAR,TOMORROW-S2,13093.901437194796
OSCAR,STARLINK-32602,726.1813033891054
OSCAR,STARLINK-32693,11785.904828919767
OSCAR,STARLINK-32797,3150.726165160051
OSCAR,STARLINK-11565,2036.4156970266972
OSCAR,STARLINK-11430,4020.213249672382
OSCAR,STARLINK-32938,3073.527507648291
ACRIMSAT,ESSA,6394.189864639847
ACRIMSAT,COSMOS,9299.913518532565
ACRIMSAT,RADIO,9578.695017131498
ACRIMSAT,COSMOS,11357.327372762255
ACRIMSAT,COSMOS,6689.817255190587
ACRIMSAT,COSMOS,5728.0259257041325
ACRIMSAT,COSMOS,6167.668526862043
ACRIMSAT,COSMOS,7301.221020016082
ACRIMSAT,COSMOS,6631.031285977693
ACRIMSAT,NOVA,5735.082750428383
ACRIMSAT,COSMOS,9968.29202841533
ACRIMSAT,COSMOS,5942.252341506651
ACRIMSAT,OSCAR,10085.69791835597
ACRIMSAT,RITE,9804.036599698078
ACRIMSAT,ONEWEB-0045,5768.787845072481
ACRIMSAT,ONEWEB-0051,5765.102995757792
ACRIMSAT,STARLINK-1206,3360.3673661247294
ACRIMSAT,STARLINK-1222,3075.1925084286017
ACRIMSAT,STARLINK-1404,5199.395796527314
ACRIMSAT,STARLINK-1723,3487.86071947501
ACRIMSAT,STARLINK-1805,5629.568706966035
ACRIMSAT,STARLINK-2034,6048.355099894026
ACRIMSAT,STARLINK-2424,5488.866749168933
ACRIMSAT,STARLINK-3313,5569.21240896022
ACRIMSAT,STARLINK-3284,5434.063829570735
ACRIMSAT,STARLINK-3568,3881.7060375328024
ACRIMSAT,STARLINK-3562,3534.7142515861606
ACRIMSAT,STARLINK-3859,6417.383150632443
ACRIMSAT,STARLINK-4126,3930.397655683539
ACRIMSAT,STARLINK-4563,5652.965932688259
ACRIMSAT,STARLINK-4683,4523.009466193074
ACRIMSAT,CHUANG,8017.354726748974
ACRIMSAT,STARLINK-5807,10846.122744531658
ACRIMSAT,STARLINK-6117,9226.417088280736
ACRIMSAT,STARLINK-31181,9033.177987821786
ACRIMSAT,STARLINK-11145,3232.7845410010154
ACRIMSAT,STARLINK-11116,3949.3496925208087
ACRIMSAT,STARLINK-32002,5100.050333931843
ACRIMSAT,STARLINK-32250,5505.5861180084585
ACRIMSAT,STARLINK-32226,5570.400630715205
ACRIMSAT,TOMORROW-S2,5154.342116989206
ACRIMSAT,STARLINK-32602,10383.901722221399
ACRIMSAT,STARLINK-32693,4854.6555136234765
ACRIMSAT,STARLINK-32797,9186.455278865415
ACRIMSAT,STARLINK-11565,8294.018785240432
ACRIMSAT,STARLINK-11430,9548.311203991077
ACRIMSAT,STARLINK-32938,9207.923564142762
RITE,ESSA,9368.699034379195
RITE,COSMOS,5336.020996621873
RITE,RADIO,4294.685004454516
RITE,COSMOS,10566.80396040241
RITE,COSMOS,6836.406405941204
RITE,COSMOS,7221.219427440563
RITE,COSMOS,6292.0495748848725
RITE,COSMOS,6739.340509897369
RITE,COSMOS,8527.612960401035
RITE,NOVA,7644.950710363448
RITE,COSMOS,9548.3238748336
RITE,COSMOS,9610.712083026045
RITE,OSCAR,8855.949326827415
RITE,ACRIMSAT,9804.036599698078
RITE,ONEWEB-0045,9335.125659568619
RITE,ONEWEB-0051,9185.004433621069
RITE,STARLINK-1206,8002.047122579101
RITE,STARLINK-1222,9046.952622528583
RITE,STARLINK-1404,9758.306623346367
RITE,STARLINK-1723,9412.32370096081
RITE,STARLINK-1805,7635.984329847357
RITE,STARLINK-2034,9756.483062276197
RITE,STARLINK-2424,7714.005253030887
RITE,STARLINK-3313,7808.177939811542
RITE,STARLINK-3284,7557.520872297622
RITE,STARLINK-3568,9376.809925105676
RITE,STARLINK-3562,9082.480639229614
RITE,STARLINK-3859,9073.698845789693
